CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_OCDE|NO_OCDE|CO_OCDE_AREA_GERAL|NO_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_AREA_DETALHADA|CO_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|CO_LOCAL_OFERTA_IES|CO_MUNICIPIO_CURSO|NO_MUNICIPIO_CURSO|CO_UF_CURSO|SGL_UF_CURSO|NO_REGIAO_CURSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_DISCIPLINA_LIBRAS|IN_GUIA_INTERPRETE|IN_MATERIAL_LIBRAS|IN_SINTESE_VOZ|IN_TRADUTOR_LIBRAS|IN_INTEGRAL_CURSO|IN_MATUTINO_CURSO|IN_NOTURNO_CURSO|IN_VESPERTINO_CURSO|NU_PERC_CARGA_HOR_DISTANCIA|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|IN_OFERECE_DISC_DISTANCIA|IN_UTILIZA_LABORATORIO|QT_INSCRITOS_ANO_EAD|QT_VAGAS_ANUAL_EAD|QT_VAGAS_INTEGRAL_PRES|QT_VAGAS_MATUTINO_PRES|QT_VAGAS_NOTURNO_PRES|QT_VAGAS_VESPERTINO_PRES|QT_INSCRITOS_MATUTINO_PRES|QT_INSCRITOS_VESPERTINO_PRES|QT_INSCRITOS_NOTURNO_PRES|QT_INSCRITOS_INTEGRAL_PRES|QT_MATRICULA_CURSO|QT_CONCLUINTE_CURSO|QT_INGRESSO_CURSO|QT_INGRESSO_PROCESSO_SELETIVO|QT_INGRESSO_OUTRA_FORMA
367|UNIVERSIDADE ESTADUAL DE MONTES CLAROS|2|Pública Estadual|1|Universidade|120659|GEOGRAFIA|145F10|Formação de professor de geografia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3920|05DEC2008:00:00:00||1|1|0|0|1|0|0|0|1|0|0|0|0|0|||||||1|0|0|||||||||46|0|0|0|0
125|CENTRO UNIVERSITÁRIO DE ARARAS -|5|Privada sem fins lucrativos|2|Centro Universitário|1143422|GESTÃO DE RECURSOS HUMANOS|345G09|Gestão de pessoal / recursos humanos|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|2|1|0|0|||||||1800|||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||0|103|1500|||||||||91|0|103|83|20
575|UNIVERSIDADE FEDERAL DE MINAS GERAIS|1|Pública Federal|1|Universidade|115274|GEOGRAFIA|443G05|Geografia (natureza)|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|1|2|1|1|0|||||||2925|25FEB2008:00:00:00||1|0|1|0|0|0|0|0|0|0|0|0|0|0|||||||1|0|0|||||||||14|0|0|0|0
575|UNIVERSIDADE FEDERAL DE MINAS GERAIS|1|Pública Federal|1|Universidade|66689|NORMAL  SUPERIOR|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|1|0|||||||3210|25FEB2002:00:00:00||1|0|1|0|0|1|0|0|0|0|0|0|0|0|||||||1|0|0|||||||||232|230|0|0|0
135|CENTRO UNIVERSITÁRIO CLARETIANO|5|Privada sem fins lucrativos|2|Centro Universitário|89300|PROGRAMA ESPECIAL DE FORMAÇÃO PEDAGÓGICA DE DOCENTES - BIOLOGIA|146P01|Licenciatura para a educação profissional e tecnológica|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|2|1|0|0|||||||600|01FEB2006:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||1|0|400|||||||||60|28|69|5|64
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|99252|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|2|1|1|0|||||||3000|11OCT2006:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||357|0|0|0|0
2189|FACULDADE DO MARANHÃO|4|Privada com fins lucrativos|3|Faculdade|90453|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||2820|24APR2006:00:00:00||1|1|0|0|0|1|0|0|0|0|0|0|0|0|||||||1|520|1800|||||||||470|0|215|215|0
587|UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO|1|Pública Federal|1|Universidade|113671|COMPUTAÇÃO|146F05|Formação de professor de computação (informática)|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|2|1|1|0|||||||2865|31OCT2006:00:00:00||0||||||||||0|0|0|0|||||||0|976|90|||||||||744|0|306|306|0
135|CENTRO UNIVERSITÁRIO CLARETIANO|5|Privada sem fins lucrativos|2|Centro Universitário|108846|GEOGRAFIA|145F10|Formação de professor de geografia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||2800|09FEB2008:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||1|376|700|||||||||311|30|257|222|35
575|UNIVERSIDADE FEDERAL DE MINAS GERAIS|1|Pública Federal|1|Universidade|115288|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|1|0|||||||3210|25FEB2008:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||38|0|0|0|0
730|UNIVERSIDADE ESTADUAL DE PONTA GROSSA|2|Pública Estadual|1|Universidade|120769|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|1|0|||||||4692|16MAR2009:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||653|0|4|4|0
583|UNIVERSIDADE FEDERAL DO CEARÁ|1|Pública Federal|1|Universidade|100371|LETRAS|145F15|Formação de professor de língua/literatura vernácula (português)|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3080|02APR2007:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||380|0|0|0|0
575|UNIVERSIDADE FEDERAL DE MINAS GERAIS|1|Pública Federal|1|Universidade|115316|CIÊNCIAS BIOLÓGICAS|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||2800|25FEB2008:00:00:00||1|0|1|0|0|1|0|0|0|0|0|0|0|0|||||||1|74|50|||||||||71|0|52|49|3
665|UNIVERSIDADE DE TAUBATÉ|3|Pública Municipal|1|Universidade|1152592|QUÍMICA|145F21|Formação de professor de química|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||3300|||0||||||||||0|0|0|0|||||||0|35|360|||||||||9|0|11|11|0
367|UNIVERSIDADE ESTADUAL DE MONTES CLAROS|2|Pública Estadual|1|Universidade|120801|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|1|0|||||||3920|27MAR2009:00:00:00||1|1|0|0|1|0|0|0|1|0|0|0|0|0|||||||1|0|0|||||||||26|0|0|0|0
665|UNIVERSIDADE DE TAUBATÉ|3|Pública Municipal|1|Universidade|1152589|FILOSOFIA|145F08|Formação de professor de filosofia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||3140|||0||||||||||0|0|0|0|||||||0|36|360|||||||||10|0|12|12|0
494|UNIVERSIDADE DO SUL DE SANTA CATARINA|5|Privada sem fins lucrativos|1|Universidade|63490|PROGRAMA ESPECIAL DE FORMAÇÃO PEDAGÓGICA PARA FORMADORES DE EDUCAÇÃO PROFISSIONAL|146P01|Licenciatura para a educação profissional e tecnológica|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|2|1|0|0|||||||500|18NOV2004:00:00:00||1|1|1|0|1|1|1|1|0|1|0|0|0|0|||||||0|0|0|||||||||334|0|333|327|6
587|UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO|1|Pública Federal|1|Universidade|1152677|INTERDISCIPLINAR EM CIÊNCIAS NATURAIS|145F02|Formação de professor de ciências|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||2985|||0||||||||||0|0|0|0|||||||0|976|500|||||||||114|0|114|114|0
403|UNIVERSIDADE CATÓLICA DE BRASÍLIA|5|Privada sem fins lucrativos|1|Universidade|87796|TURISMO|812T01|Turismo|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|1|2|1|0|0|||||||2530|12MAR2005:00:00:00||1|1|0|0|0|0|0|0|1|1|0|0|0|0|||||||1|93|60|||||||||52|11|16|16|0
367|UNIVERSIDADE ESTADUAL DE MONTES CLAROS|2|Pública Estadual|1|Universidade|120690|LETRAS - INGLÊS|145F14|Formação de professor de língua/literatura estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3920|31OCT2008:00:00:00||1|1|0|0|1|0|0|0|1|0|0|0|0|0|||||||1|0|0|||||||||26|0|1|1|0
532|UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL|5|Privada sem fins lucrativos|1|Universidade|111068|MARKETING|342M02|Mercadologia (marketing)|3|Ciências sociais, negócios e direito|34|Comércio e administração|342|Marketing e publicidade|3|2|1|0|0|||||||1620|03MAR2008:00:00:00||1|0|0|0|1|1|0|1|1|1|0|0|0|0|||||||1|42|68|||||||||92|30|62|32|30
496|UNIVERSIDADE DE FRANCA|4|Privada com fins lucrativos|1|Universidade|123637|PROGRAMA ESPECIAL DE FORMAÇÃO PEDAGÓGICA DE DOCENTES (EAD) COM HABILITAÇÃO EM HISTÓRIA|145F11|Formação de professor de história|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||588|09FEB2009:00:00:00||1|0|0|1|0|1|1|1|0|1|0|0|0|0|||||||1|7|2000|||||||||8|3|11|0|11
576|UNIVERSIDADE FEDERAL DE JUIZ DE FORA|1|Pública Federal|1|Universidade|94681|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|1|0|||||||3200|03OCT2005:00:00:00||0||||||||||0|0|0|0|||||||0|0|0|||||||||68|0|2|2|0
143|UNIVERSIDADE DE UBERABA|5|Privada sem fins lucrativos|1|Universidade|88796|CIÊNCIAS CONTÁBEIS|344C02|Ciências contábeis|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|1|2|1|0|0|||||||3120|30JAN2006:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||1|358|460|||||||||1136|91|353|307|46
167|UNIVERSIDADE METODISTA DE SÃO PAULO|5|Privada sem fins lucrativos|1|Universidade|92355|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||3200|16MAR2006:00:00:00||1|1|1|1|1|1|1|1|1|1|0|0|0|0|||||||1|2116|1400|||||||||2827|480|1353|1279|74
417|UNIVERSIDADE CIDADE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|103338|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||3300|15JUN2007:00:00:00||1|1|1|1|1|1|1|1|1|1|0|0|0|0|||||||1|10776|3000|||||||||4899|449|1108|1107|1
663|UNIVERSIDADE SALGADO DE OLIVEIRA|5|Privada sem fins lucrativos|1|Universidade|108616|LETRAS|145F15|Formação de professor de língua/literatura vernácula (português)|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||3015|01AUG2007:00:00:00||1|0|0|0|0|1|0|0|1|0|0|0|0|0|||||||1|56|200|||||||||111|18|165|81|84
1472|CENTRO UNIVERSITÁRIO LEONARDO DA VINCI|4|Privada com fins lucrativos|2|Centro Universitário|106072|GESTÃO COMERCIAL|345G16|Gestão de comercio|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|2|1|0|0|||||||1800|01NOV2005:00:00:00||1|1|1|1|0|1|1|1|1|1|0|0|0|0|||||||1|512|585|||||||||515|0|245|245|0
663|UNIVERSIDADE SALGADO DE OLIVEIRA|5|Privada sem fins lucrativos|1|Universidade|108618|GEOGRAFIA|145F10|Formação de professor de geografia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||3030|01AUG2007:00:00:00||1|0|0|0|0|1|0|0|1|0|0|0|0|0|||||||1|72|200|||||||||143|26|117|62|55
135|CENTRO UNIVERSITÁRIO CLARETIANO|5|Privada sem fins lucrativos|2|Centro Universitário|108848|HISTÓRIA|145F11|Formação de professor de história|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||2800|09FEB2008:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||1|533|3000|||||||||515|54|350|299|51
585|UNIVERSIDADE FEDERAL DE SANTA CATARINA|1|Pública Federal|1|Universidade|113457|FILOSOFIA|145F08|Formação de professor de filosofia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3074|11FEB2008:00:00:00||1|1|1|1|1|1|1|1|1|1|0|0|0|0|||||||0|0|0|||||||||73|0|0|0|0
953|UNIVERSIDADE METROPOLITANA DE SANTOS|5|Privada sem fins lucrativos|1|Universidade|121458|PETRÓLEO E GÁS|544E05|Extração de petróleo e gás|5|Engenharia, produção e construção|54|Produção e processamento|544|Mineração e extração|3|2|1|0|0|||||||2400|03AUG2008:00:00:00||1|0|0|0|0|0|0|0|0|1|0|0|0|0|||||||0|2789|2000|||||||||106|0|105|105|0
1043|CENTRO UNIVERSITÁRIO HERMINIO OMETTO DE ARARAS|5|Privada sem fins lucrativos|2|Centro Universitário|118554|PROCESSOS GERENCIAIS|345C01|Competências gerenciais|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|2|1|0|0|||||||1633|11AUG2008:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||1|165|1000|||||||||402|85|147|0|147
367|UNIVERSIDADE ESTADUAL DE MONTES CLAROS|2|Pública Estadual|1|Universidade|120692|LETRAS - INGLÊS|145F14|Formação de professor de língua/literatura estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3920|05DEC2008:00:00:00||1|1|0|0|1|0|0|0|1|0|0|0|0|0|||||||1|0|0|||||||||22|0|0|0|0
600|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|117316|INFORMÁTICA|146F05|Formação de professor de computação (informática)|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|2|1|1|0|||||||3150|02MAR2009:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||0|350|1325|||||||||301|0|1|1|0
1491|FACULDADE INTERNACIONAL DE CURITIBA|4|Privada com fins lucrativos|3|Faculdade|98892|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||3260|06SEP2006:00:00:00||1|1|1|1|1|1|1|1|1|1|0|0|0|0|||||||0|12698|6000|||||||||14766|3433|5696|5696|0
1658|FACULDADE INTEGRADA DA GRANDE FORTALEZA|4|Privada com fins lucrativos|3|Faculdade|75594|MATEMÁTICA|145F18|Formação de professor de matemática|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||676|02AUG2004:00:00:00||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||0|36|800|||||||||57|6|19|0|19
532|UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL|5|Privada sem fins lucrativos|1|Universidade|111064|GESTÃO COMERCIAL|345G16|Gestão de comercio|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|2|1|0|0|||||||1620|03MAR2008:00:00:00||1|0|0|0|1|1|0|1|1|1|0|0|0|0|||||||1|58|68|||||||||99|24|66|46|20
3307|FACULDADE INED DE RIO CLARO|4|Privada com fins lucrativos|3|Faculdade|105058|MATEMÁTICA|145F18|Formação de professor de matemática|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||2800|27AUG2007:00:00:00||0||||||||||0|0|0|0|||||||0|70|2000|||||||||1|0|0|0|0
367|UNIVERSIDADE ESTADUAL DE MONTES CLAROS|2|Pública Estadual|1|Universidade|120537|CIÊNCIAS BIOLÓGICAS|145F01|Formação de professor de biologia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3920|31OCT2008:00:00:00||1|1|0|0|1|0|0|0|1|0|0|0|0|0|||||||1|0|0|||||||||10|0|0|0|0
1126|UNIVERSIDADE ESTADUAL DO CENTRO OESTE|2|Pública Estadual|1|Universidade|123608|HISTÓRIA|145F11|Formação de professor de história|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||2800|16FEB2009:00:00:00||1|0|0|1|0|0|0|0|0|0|0|0|0|0|||||||1|0|0|||||||||219|0|219|219|0
417|UNIVERSIDADE CIDADE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|103344|LETRAS - PORTUGUÊS E INGLÊS|145F17|Formação de professor de língua/literatura vernácula e língua estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||2800|15JUN2007:00:00:00||1|1|1|1|1|1|1|1|1|1|0|0|0|0|||||||1|2187|500|||||||||415|41|521|521|0
449|UNIVERSIDADE LUTERANA DO BRASIL|5|Privada sem fins lucrativos|1|Universidade|123515|GESTÃO DE RECURSOS ENERGÉTICOS|522D02|Distribuição de energia elétrica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|3|2|1|0|0|||||||2448|01MAR2009:00:00:00||0||||||||||0|0|0|0|||||||0|0|0|||||||||0|0|10|0|10
569|UNIVERSIDADE FEDERAL DO PARÁ|1|Pública Federal|1|Universidade|114892|QUÍMICA|145F21|Formação de professor de química|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||2800|02OCT2008:00:00:00||1|0|0|0|1|0|0|0|1|0|0|0|0|0|||||||1|0|0|||||||||42|0|0|0|0
694|UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL|1|Pública Federal|1|Universidade|123176|LETRAS - PORTUGUÊS E ESPANHOL|145F17|Formação de professor de língua/literatura vernácula e língua estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3060|02MAR2009:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||99|0|22|22|0
569|UNIVERSIDADE FEDERAL DO PARÁ|1|Pública Federal|1|Universidade|115174|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|2|1|1|0|||||||3200|01FEB2006:00:00:00||0||||||||||0|0|0|0|||||||0|0|0|||||||||644|129|0|0|0
1|UNIVERSIDADE FEDERAL DE MATO GROSSO|1|Pública Federal|1|Universidade|1113617|ADMINISTRAÇÃO PÚBLICA|345A10|Administração pública|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|2|1|0|0|||||||3000|||1|0|0|0|0|1|0|0|0|0|0|0|0|0|||||||1|0|0|||||||||578|0|0|0|0
494|UNIVERSIDADE DO SUL DE SANTA CATARINA|5|Privada sem fins lucrativos|1|Universidade|95205|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||3240|01JUL2006:00:00:00||1|1|1|0|1|1|1|1|0|1|0|0|0|0|||||||0|433|100|||||||||334|29|140|116|24
575|UNIVERSIDADE FEDERAL DE MINAS GERAIS|1|Pública Federal|1|Universidade|115262|GEOGRAFIA|443G05|Geografia (natureza)|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|1|2|1|1|0|||||||2925|25FEB2008:00:00:00||1|0|1|0|0|0|0|0|0|0|0|0|0|0|||||||1|0|0|||||||||15|0|1|0|1
135|CENTRO UNIVERSITÁRIO CLARETIANO|5|Privada sem fins lucrativos|2|Centro Universitário|102318|GESTÃO DE RECURSOS HUMANOS|345G09|Gestão de pessoal / recursos humanos|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|2|1|0|0|||||||1780|03FEB2007:00:00:00||0||||||||||0|0|0|0|||||||1|544|2600|||||||||509|115|357|325|32
3307|FACULDADE INED DE RIO CLARO|4|Privada com fins lucrativos|3|Faculdade|104704|MARKETING|342M02|Mercadologia (marketing)|3|Ciências sociais, negócios e direito|34|Comércio e administração|342|Marketing e publicidade|3|2|1|0|0|||||||1600|27AUG2007:00:00:00||0||||||||||0|0|0|0|||||||0|70|1000|||||||||8|6|0|0|0
143|UNIVERSIDADE DE UBERABA|5|Privada sem fins lucrativos|1|Universidade|56430|NORMAL  SUPERIOR|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||3200|25FEB2002:00:00:00||1|0|1|0|0|1|0|1|0|0|0|0|0|0|||||||1|0|0|||||||||253|253|0|0|0
829|UNIVERSIDADE DO TOCANTINS|2|Pública Estadual|1|Universidade|100789|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||3100|18FEB2006:00:00:00||0||||||||||0|0|0|0|||||||0|0|0|||||||||6361|9|0|0|0
135|CENTRO UNIVERSITÁRIO CLARETIANO|5|Privada sem fins lucrativos|2|Centro Universitário|115904|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3|2|1|0|0|||||||2200|04FEB2009:00:00:00||0||||||||||0|0|0|0|||||||1|685|1800|||||||||409|42|452|428|24
829|UNIVERSIDADE DO TOCANTINS|2|Pública Estadual|1|Universidade|100785|LETRAS|145F15|Formação de professor de língua/literatura vernácula (português)|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|0|0|||||||3520|02MAR2007:00:00:00||0||||||||||0|0|0|0|||||||0|0|0|||||||||7356|1803|0|0|0
585|UNIVERSIDADE FEDERAL DE SANTA CATARINA|1|Pública Federal|1|Universidade|1130129|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|2|1|1|0|||||||3000|11FEB2008:00:00:00||1|1|1|1|0|1|1|1|1|1|0|0|0|0|||||||0|0|0|||||||||411|0|11|0|11
575|UNIVERSIDADE FEDERAL DE MINAS GERAIS|1|Pública Federal|1|Universidade|115278|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|1|0|||||||3210|25FEB2008:00:00:00||0||||||||||0|0|0|0|||||||0|0|0|||||||||40|0|0|0|0
582|UNIVERSIDADE FEDERAL DE SANTA MARIA|1|Pública Federal|1|Universidade|5000497|GEOGRAFIA|145F10|Formação de professor de geografia|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3050|18AUG2008:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||58|0|0|0|0
694|UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL|1|Pública Federal|1|Universidade|102714|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|2|1|1|0|||||||3000|07AUG2006:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||430|63|171|171|0
398|UNIVERSIDADE TIRADENTES|4|Privada com fins lucrativos|1|Universidade|121222|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|0|0|||||||3396|24AUG2009:00:00:00||1|1|1|1|0|1|0|1|0|1|0|0|0|0|||||||1|855|684|||||||||1262|0|815|800|15
578|UNIVERSIDADE FEDERAL DA BAHIA|1|Pública Federal|1|Universidade|117262|MATEMÁTICA|145F18|Formação de professor de matemática|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|2|1|1|0|||||||3028|20APR2009:00:00:00||0||||||||||0|0|0|0|||||||0|0|0|||||||||12|0|0|0|0
953|UNIVERSIDADE METROPOLITANA DE SANTOS|5|Privada sem fins lucrativos|1|Universidade|96627|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|2|1|0|0|||||||3100|08AUG2006:00:00:00||1|0|0|0|0|0|0|0|0|1|0|0|0|0|||||||0|2600|1000|||||||||743|102|420|420|0
494|UNIVERSIDADE DO SUL DE SANTA CATARINA|5|Privada sem fins lucrativos|1|Universidade|83794|ADMINISTRAÇÃO PÚBLICA|345A10|Administração pública|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|2|1|0|0|||||||1600|31JUL2004:00:00:00||1|1|1|0|1|1|1|1|0|1|0|0|0|0|||||||0|819|200|||||||||966|245|448|372|76
694|UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL|1|Pública Federal|1|Universidade|55838|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|2|1|1|0|||||||3080|01JUL2000:00:00:00||0||||||||||0|0|0|0|||||||1|0|0|||||||||146|0|11|11|0
494|UNIVERSIDADE DO SUL DE SANTA CATARINA|5|Privada sem fins lucrativos|1|Universidade|95219|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|2|1|0|0|||||||3000|28JAN2006:00:00:00||1|1|1|0|1|1|1|1|0|1|0|0|0|0|||||||0|1328|200|||||||||1132|99|661|575|86
532|UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL|5|Privada sem fins lucrativos|1|Universidade|5000334|SOCIOLOGIA|321C01|Cinema e vídeo|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|2|1|0|0|||||||2400|21JUN2010:00:00:00||1|0|0|0|1|1|0|1|1|1|0|0|0|0|||||||0|0|0|||||||||21|4|27|12|15
