NU_ANO_CENSO|CO_IES|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_LOCAL_OFERTA|CO_UF|CO_MUNICIPIO|IN_CAPITAL|CO_CURSO|NO_CURSO|TP_SITUACAO|CO_CINE_ROTULO|TP_GRAU_ACADEMICO|TP_MODALIDADE_ENSINO|TP_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_AMPLIADO|IN_MATERIAL_TATIL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_MATERIAL_LIBRAS|IN_DISCIPLINA_LIBRAS|IN_TRADUTOR_LIBRAS|IN_GUIA_INTERPRETE|IN_RECURSOS_COMUNICACAO|IN_RECURSOS_INFORMATICA|IN_INTEGRAL|IN_MATUTINO|IN_VESPERTINO|IN_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_EAD|IN_OFERECE_DISC_SEMI_PRES|NU_PERC_CARGA_SEMI_PRES|IN_POSSUI_LABORATORIO|QT_INSC_VAGA_NOVA_INTEGRAL|QT_INSC_VAGA_NOVA_MATUTINO|QT_INSC_VAGA_NOVA_VESPERTINO|QT_INSC_VAGA_NOVA_NOTURNO|QT_INSC_VAGA_NOVA_EAD|QT_INSC_VAGA_REMAN_INTEGRAL|QT_INSC_VAGA_REMAN_MATUTINO|QT_INSC_VAGA_REMAN_VESPERTINO|QT_INSC_VAGA_REMAN_NOTURNO|QT_INSC_VAGA_REMAN_EAD|QT_INSC_PROG_ESP_INTEGRAL|QT_INSC_PROG_ESP_MATUTINO|QT_INSC_PROG_ESP_VESPERTINO|QT_INSC_PROG_ESP_NOTURNO|QT_INSC_PROG_ESP_EAD|QT_INSC_PRINCIPAL_INTEGRAL|QT_INSC_PRINCIPAL_MATUTINO|QT_INSC_PRINCIPAL_VESPERTINO|QT_INSC_PRINCIPAL_NOTURNO|QT_INSC_PRINCIPAL_EAD|QT_INSC_OUTRA_VAGA_INTEGRAL|QT_INSC_OUTRA_VAGA_MATUTINO|QT_INSC_OUTRA_VAGA_VESPERTINO|QT_INSC_OUTRA_VAGA_NOTURNO|QT_INSC_OUTRA_VAGA_EAD|QT_INSC_ANUAL_INTEGRAL|QT_INSC_ANUAL_MATUTINO|QT_INSC_ANUAL_VESPERTINO|QT_INSC_ANUAL_NOTURNO|QT_INSC_ANUAL_EAD|QT_VAGAS_NOVAS_INTEGRAL|QT_VAGAS_NOVAS_MATUTINO|QT_VAGAS_NOVAS_VESPERTINO|QT_VAGAS_NOVAS_NOTURNO|QT_VAGAS_NOVAS_EAD|QT_VAGAS_REMAN_INTEGRAL|QT_VAGAS_REMAN_MATUTINO|QT_VAGAS_REMAN_VESPERTINO|QT_VAGAS_REMAN_NOTURNO|QT_VAGAS_REMAN_EAD|QT_VAGAS_PROG_ESP_INTEGRAL|QT_VAGAS_PROG_ESP_MATUTINO|QT_VAGAS_PROG_ESP_VESPERTINO|QT_VAGAS_PROG_ESP_NOTURNO|QT_VAGAS_PROG_ESP_EAD|QT_VAGAS_PRINCIPAL_INTEGRAL|QT_VAGAS_PRINCIPAL_MATUTINO|QT_VAGAS_PRINCIPAL_VESPERTINO|QT_VAGAS_PRINCIPAL_NOTURNO|QT_VAGAS_PRINCIPAL_EAD|QT_VAGAS_OUTRAS_INTEGRAL|QT_VAGAS_OUTRAS_MATUTINO|QT_VAGAS_OUTRAS_VESPERTINO|QT_VAGAS_OUTRAS_NOTURNO|QT_VAGAS_OUTRAS_EAD|QT_VAGAS_ANUAL_INTEGRAL|QT_VAGAS_ANUAL_MATUTINO|QT_VAGAS_ANUAL_VESPERTINO|QT_VAGAS_ANUAL_NOTURNO|QT_VAGAS_ANUAL_EAD|QT_MATRICULA_TOTAL|QT_CONCLUINTE_TOTAL|QT_INGRESSO_TOTAL|QT_INGRESSO_VAGA_NOVA|QT_INGRESSO_PROCESSO_SELETIVO|QT_VAGA_TOTAL|QT_INSCRITO_TOTAL
2019|2569|4|3|||||1404861|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|2|1|0|0|1605|04FEB2019:00:00:00||1|1|1|0|1|0|0|0|1|1|0|1|1|||||||||2.0|||0|||||300|||||250|||||0||||||||||||||||||||300|||||250|||||0||||||||||||||||1|0|3|1||550|550
2019|2569|4|3|||||1406584|LOGÍSTICA|1|0413L01|3|2|1|0|0|1645|04FEB2019:00:00:00||1|1|1|0|1|0|0|0|1|1|0|1|1|||||||||2.0|||0|||||300|||||250|||||0||||||||||||||||||||300|||||250|||||0||||||||||||||||1|0|2|2||550|550
2019|2569|4|3|||||1406585|GESTÃO COMERCIAL|1|0416G01|3|2|1|0|0|1650|01AUG2019:00:00:00||1|1|1|0|1|0|0|0|1|1|0|1|1|||||||||2.0|||0|||||300|||||250|||||0||||||||||||||||||||300|||||250|||||0||||||||||||||||1|0|1|0||550|550
2019|2569|4|3|659213|32|3205309|1|5000886|GESTÃO AMBIENTAL|1|0712G01|3|1|1|0|0|1600|19FEB2010:00:00:00||1|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|1||||2.0||1|10.00|0||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0|||||||||||||||||0|0|0|0||0|0
2019|2571|5|2|659215|33|3302205|0|54854|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3280|29JUL2002:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||544|||||38|||||0||||||||||||||||||||54|||||38|||||0|||||||||||||||||248|33|91|53||92|582
2019|2571|5|2|659215|33|3302205|0|54856|CIÊNCIAS BIOLÓGICAS|1|0511B01|1|1|1|0|0|3240|29JUL2002:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||261|||||3|||||0||||||||||||||||||||100|||||3|||||0|||||||||||||||||81|12|25|22||103|264
2019|2571|5|2|659215|33|3302205|0|54859|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|3600|29JUL2002:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||0||1||0||762|||0||17|||0||0||||||||||||||||||0||250|||0||17|||0||0|||||||||||||||||395|106|48|31||267|779
2019|2571|5|2|659215|33|3302205|0|54860|ENGENHARIA|1|0715E02|1|1|1|0|0|3680|29JUL2002:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||0||1||||355|||||4|||||0||||||||||||||||||||100|||||4|||||0|||||||||||||||||166|55|22|18||104|359
2019|2571|5|2|659215|33|3302205|0|54861|FONOAUDIOLOGIA|1|0915F02|1|1|1|0|0|3200|29JUL2002:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||231|||||4|||||0||||||||||||||||||||60|||||4|||||0|||||||||||||||||119|28|37|33||64|235
2019|2571|5|2|659215|33|3302205|0|63430|SERVIÇO SOCIAL|1|0923S01|1|1|1|0|0|3210|03JUL2002:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||252|||||4|||||0||||||||||||||||||||100|||||4|||||0|||||||||||||||||30|7|14|14||104|256
2019|2571|5|2|659215|33|3302205|0|90428|SISTEMA DE INFORMAÇÃO|1|0615S02|1|1|1|0|0|3040|24JUL2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||310|||||7|||||0||||||||||||||||||||100|||||7|||||0|||||||||||||||||95|11|34|27||107|317
2019|2571|5|2|659215|33|3302205|0|90430|FISIOTERAPIA|1|0915F01|1|1|1|0|0|4000|24JUL2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||420|||||23|||||0||||||||||||||||||||100|||||23|||||0|||||||||||||||||216|31|78|55||123|443
2019|2571|5|2|659215|33|3302205|0|117174|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3000|09FEB2009:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||356|||||4|||||0||||||||||||||||||||100|||||4|||||0|||||||||||||||||118|12|55|51||104|360
2019|2571|5|2|659215|33|3302205|0|117210|ARQUITETURA E URBANISMO|1|0731A02|1|1|1|0|0|3600|09FEB2009:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||0||1||0||532|||0||13|||0||0||||||||||||||||||0||170|||0||13|||0||0|||||||||||||||||212|25|41|28||183|545
2019|2571|5|2|659215|33|3302205|0|119052|ENFERMAGEM|1|0913E01|1|1|1|0|0|4000|23MAR2009:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||685|||||18|||||0||||||||||||||||||||100|||||18|||||0|||||||||||||||||143|19|70|52||118|703
2019|2571|5|2|659215|33|3302205|0|119054|ENGENHARIA DE PRODUÇÃO|1|0725E02|1|1|1|0|0|3600|23MAR2009:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||0||1||||164|||||11|||||0||||||||||||||||||||100|||||11|||||0|||||||||||||||||93|27|22|11||111|175
2019|2571|5|2|659215|33|3302205|0|1074020|DIREITO|1|0421D01|1|1|1|0|0|4120|25JUL2011:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||0||1||||558|||||7|||||0||||||||||||||||||||100|||||7|||||0|||||||||||||||||249|35|90|83||107|565
2019|2571|5|2|||||1156602|ENGENHARIA CIVIL|1|0732E01|1|2|1|0|0|3600|02FEB2015:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||5.0|||1|||||78|||||30|||||0||||||||||||||||||||200|||||30|||||0||||||||||||||||102|2|96|66||230|108
2019|2571|5|2|||||1156603|ENGENHARIA DE PRODUÇÃO|1|0725E02|1|2|1|0|0|3600|02FEB2015:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||5.0|||1|||||30|||||15|||||0||||||||||||||||||||200|||||15|||||0||||||||||||||||30|0|32|17||215|45
2019|2571|5|2|659215|33|3302205|0|1184432|MEDICINA|1|0912M01|1|1|1|0|0|10060|03AUG2015:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|6.0|||||0||1|538|||||88|||||0||||||||||||||||||||130|||||88|||||0||||||||||||||||||||509|0|218|130||218|626
2019|2571|5|2|659215|33|3302205|0|1202778|ENGENHARIA ELÉTRICA|1|0713E05|1|1|1|0|0|3600|03FEB2014:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||0||1||||231|||||15|||||0||||||||||||||||||||100|||||15|||||0|||||||||||||||||124|16|34|19||115|246
2019|2571|5|2|659215|33|3302205|0|1259166|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3000|28JUL2014:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||177|||||12|||||0||||||||||||||||||||100|||||12|||||0|||||||||||||||||109|21|48|36||112|189
2019|2571|5|2|659215|33|3302205|0|1259167|CIÊNCIAS BIOLÓGICAS|1|0114B01|2|1|1|0|0|3540|28JUL2014:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||71|||||0|||||0||||||||||||||||||||100|||||0|||||0|||||||||||||||||16|2|8|8||100|71
2019|2571|5|2|659215|33|3302205|0|1322789|PSICOLOGIA|1|0313P01|1|1|1|0|0|4080|18JUL2016:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||465|||||8|||||0||||||||||||||||||||100|||||8|||||0|||||||||||||||||156|0|96|88||108|473
2019|2571|5|2|||||1353669|JOGOS DIGITAIS|1|0613J01|3|2|1|0|0|2200|05FEB2018:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||3.0|||1|||||12|||||3|||||0||||||||||||||||||||200|||||3|||||0||||||||||||||||0|0|4|1||203|15
2019|2571|5|2|||||1447299|ADMINISTRAÇÃO|1|0413A01|1|2|1|0|0|3000|01AUG2018:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||59|||||2|||||0||||||||||||||||||||1000|||||2|||||0||||||||||||||||36|0|56|54||1002|61
2019|2571|5|2|||||1447304|EDUCAÇÃO FÍSICA|1|0915E01|1|2|1|0|0|3280|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||81|||||6|||||0||||||||||||||||||||1000|||||6|||||0||||||||||||||||34|0|50|44||1006|87
2019|2571|5|2|||||1447305|TEOLOGIA|1|0221T01|1|2|1|0|0|3080|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||39|||||0|||||0||||||||||||||||||||1000|||||0|||||0||||||||||||||||27|0|39|39||1000|39
2019|2571|5|2|||||1447308|HISTÓRIA|1|0114H01|2|2|1|0|0|3720|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||43|||||1|||||0||||||||||||||||||||1000|||||1|||||0||||||||||||||||28|0|44|43||1001|44
2019|2571|5|2|||||1447312|GEOGRAFIA|1|0114G01|2|2|1|0|0|3240|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||40|||||1|||||0||||||||||||||||||||1000|||||1|||||0||||||||||||||||26|0|39|38||1001|41
2019|2571|5|2|||||1447319|PEDAGOGIA|1|0113P01|2|2|1|0|0|3200|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||66|||||19|||||0||||||||||||||||||||1000|||||19|||||0||||||||||||||||38|0|72|53||1019|85
2019|2571|5|2|||||1447322|LETRAS|1|0115L13|2|2|1|0|0|3200|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||52|||||4|||||0||||||||||||||||||||1000|||||4|||||0||||||||||||||||33|0|47|43||1004|56
2019|2571|5|2|||||1447327|CIÊNCIAS CONTÁBEIS|1|0411C01|1|2|1|0|0|3000|01AUG2018:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||4.0|||1|||||62|||||5|||||0||||||||||||||||||||1000|||||5|||||0||||||||||||||||50|0|67|62||1005|67
2019|2571|5|2|||||1447363|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|2|1|0|0|1720|01AUG2018:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||2.0|||1|||||54|||||0|||||0||||||||||||||||||||1000|||||0|||||0||||||||||||||||46|0|54|54||1000|54
2019|2571|5|2|659215|33|3302205|0|1454594|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|0|0|3280|04FEB2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||0||1||||66|||||11|||||0||||||||||||||||||||100|||||11|||||0|||||||||||||||||11|0|21|10||111|77
2019|2571|5|2|659215|33|3302205|0|1454595|MEDICINA VETERINÁRIA|1|0841M01|1|1|1|0|0|4000|04FEB2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|5.0|||||0||1|124|||||6|||||0||||||||||||||||||||100|||||6|||||0||||||||||||||||||||19|0|23|17||106|130
2019|2572|4|3|659216|29|2906501|0|54864|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3105|03JUN2002:00:00:00||1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0|1||4.0||4.0||0||1||60||60|||150||150|||20||20||||||||||||||||||60||60|||150||150|||120||120|||||||||||||||||62|4|0|0||660|460
2019|2572|4|3|659216|29|2906501|0|56352|PEDAGOGIA|1|0113P01|2|1|1|0|0|3210|01OCT2002:00:00:00||1|0|0|1|1|0|0|0|1|1|0|0|1|0|1|0|1||4.0||4.0||0||1||50||50|||80||80|||0||0||||||||||||||||||50||50|||40||40|||0||0|||||||||||||||||79|5|0|0||180|260
2019|2572|4|3|659216|29|2906501|0|120016|ENFERMAGEM|1|0913E01|1|1|1|0|0|3860|31MAR2009:00:00:00||1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1||5.0||5.0||0||1||75||75|||100||100|||0||0||||||||||||||||||75||75|||100||100|||0||0|||||||||||||||||53|0|0|0||350|350
2019|2573|5|3|659217|41|4113700|0|54866|TEOLOGIA|1|0221T01|1|1|1|0|0|2720|01MAR1994:00:00:00||1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1||||3.0||0||0||||150|||||0|||||0||||||||||||||||||||300|||||0|||||0|||||||||||||||||82|24|38|38||300|150
2019|2573|5|3|||||1057086|TEOLOGIA|1|0221T01|1|2|1|0|0|3180|18APR2013:00:00:00||1|1|1|0|1|0|0|0|0|1|0|0|1|||||||||3.0|||0|||||1000|||||0|||||0||||||||||||||||||||1000|||||0|||||0||||||||||||||||1485|258|742|742||1000|1000
2019|2575|5|3|659218|35|3505500|0|4363|PEDAGOGIA|1|0113P01|2|1|1|0|0|3600|02FEB1973:00:00:00||1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|0|1||||4.0||0||1||||150|||||0|||||0||||||||||||||||||||150|||||0|||||0|||||||||||||||||202|34|36|36||150|150
2019|2575|5|3|659218|35|3505500|0|4368|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3200|16NOV1987:00:00:00||1|1|1|0|1|1|1|1|1|0|0|1|1|0|0|0|1||||4.0||0||1||||100|||||0|||||0||||||||||||||||||||100|||||0|||||0|||||||||||||||||10|0|1|1||100|100
2019|2576|4|3|140879|32|3202405|0|18138|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3000|27FEB1998:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|18.00|1||25||1566|||0||0|||0||0||||||||||||||||||7||175|||0||0|||0||0|||||||||||||||||222|36|182|182||182|1591
2019|2576|4|3|140879|32|3202405|0|20602|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3000|07FEB2000:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|18.00|1||7||49|||0||0|||0||0||||||||||||||||||2||14|||0||0|||0||0|||||||||||||||||76|6|16|16||16|56
2019|2576|4|3|140879|32|3202405|0|21779|PEDAGOGIA|1|0113P01|2|1|1|0|0|3200|24JUL2000:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|18.00|1||46||249|||0||0|||0||0||||||||||||||||||13||133|||0||0|||0||0|||||||||||||||||236|51|69|69||146|295
2019|2576|4|3|140879|32|3202405|0|117881|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|0|0|3200|08FEB2010:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||32||341|||0||0|||0||0||||||||||||||||||9||101|||0||0|||0||0|||||||||||||||||201|33|38|38||110|373
2019|2576|4|3|140879|32|3202405|0|117884|ENGENHARIA QUÍMICA|1|0711E05|1|1|1|0|0|3900|25JAN2010:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|18.00|1||0||7|||0||0|||0||0||||||||||||||||||0||2|||0||0|||0||0|||||||||||||||||31|5|2|2||2|7
2019|2576|4|3|140879|32|3202405|0|117920|FARMÁCIA|1|0916F01|1|1|1|0|0|4000|02FEB2009:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||75||491|||0||0|||0||0||||||||||||||||||38||111|||0||0|||0||0|||||||||||||||||284|32|149|149||149|566
2019|2576|4|3|140879|32|3202405|0|117924|ENGENHARIA MECÂNICA|1|0715E02|1|1|1|0|0|3900|02FEB2009:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|18.00|1||0||233|||0||0|||0||0||||||||||||||||||0||81|||0||0|||0||0|||||||||||||||||157|33|46|46||81|233
2019|2576|4|3|140879|32|3202405|0|117928|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|3900|02FEB2009:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|18.00|1||0||302|||0||11|||0||0||||||||||||||||||0||100|||0||3|||0||0|||||||||||||||||301|63|81|78||103|313
2019|2576|4|3|140879|32|3202405|0|117936|ENGENHARIA ELÉTRICA|1|0713E05|1|1|1|0|0|3900|02FEB2009:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|18.00|1||0||25|||0||7|||0||0||||||||||||||||||0||7|||0||2|||0||0|||||||||||||||||91|28|9|7||9|32
2019|2576|4|3|140879|32|3202405|0|1052898|ENGENHARIA AMBIENTAL|1|0712E01|1|1|1|0|0|3900|02AUG2010:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|18.00|1||0||25|||0||0|||0||0||||||||||||||||||0||7|||0||0|||0||0|||||||||||||||||54|19|7|7||7|25
2019|2576|4|3|140879|32|3202405|0|1284138|EDUCAÇÃO FÍSICA|1|0114E03|2|1|1|0|0|3200|23FEB2015:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||0||25|||0||0|||0||0||||||||||||||||||0||7|||0||0|||0||0|||||||||||||||||40|7|7|7||7|25
2019|2576|4|3|140879|32|3202405|0|1284141|FISIOTERAPIA|1|0915F01|1|1|1|0|0|4000|23FEB2015:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||7||301|||0||4|||0||0||||||||||||||||||2||78|||0||1|||0||0|||||||||||||||||137|0|81|80||81|312
2019|2576|4|3|140879|32|3202405|0|1303398|PSICOLOGIA|1|0313P01|1|1|1|0|0|4000|05FEB2018:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|19.00|1||32||791|||0||0|||0||0||||||||||||||||||9||102|||0||0|||0||0|||||||||||||||||130|0|94|94||111|823
2019|2576|4|3|140879|32|3202405|0|1303900|ODONTOLOGIA|1|0911O01|1|1|1|0|0|4000|22FEB2016:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||21||453|||0||0|||0||0||||||||||||||||||6||108|||0||0|||0||0|||||||||||||||||195|0|114|114||114|474
2019|2576|4|3|140879|32|3202405|0|1330607|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3205|22AUG2016:00:00:00||1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||14||108|||0||0|||0||0||||||||||||||||||4||70|||0||0|||0||0|||||||||||||||||95|0|44|44||74|122
2019|2579|4|2|1038222|31|3147006|0|54938|DIREITO|1|0421D01|1|1|1|0|0|4680|05AUG2002:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|1||||5.0||1|20.00|1||||230|||||22|||||0||||||||||||||||||||200|||||30|||||0|||||||||||||||||570|53|85|85||230|252
2019|2579|4|2|1038222|31|3147006|0|90059|MEDICINA|1|0912M01|1|1|1|0|0|9152|06FEB2006:00:00:00||1|1|0|0|1|0|0|0|1|1|0|1|1|1|0|0|0|6.0|||||0||1|308|||||0|||||0||||||||||||||||||||140|||||0|||||0||||||||||||||||||||792|112|174|174||140|308
2019|2579|4|2|1038222|31|3147006|0|97085|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3690|05FEB2007:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|1||||4.0||1|14.53|1||||110|||||5|||||0||||||||||||||||||||100|||||10|||||0|||||||||||||||||84|22|13|13||110|115
2019|2579|4|2|1038222|31|3147006|0|97087|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3156|05FEB2007:00:00:00||1|0|0|0|1|0|0|0|1|1|0|1|1|0|0|0|1||||4.0||1|20.00|1||||210|||||10|||||0||||||||||||||||||||200|||||15|||||0|||||||||||||||||140|14|30|30||215|220
2019|2579|4|2|1038222|31|3147006|0|97089|SISTEMAS DE INFORMAÇÃO|1|0615S02|1|1|1|0|0|3200|05FEB2007:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|1||||4.0||1|20.00|1||||110|||||5|||||0||||||||||||||||||||100|||||10|||||0|||||||||||||||||58|2|10|10||110|115
2019|2579|4|2|1038222|31|3147006|0|105178|EDUCAÇÃO FÍSICA|1|0114E03|2|1|1|0|0|2800|28AUG2007:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|1||||3.0||1|10.00|1||||252|||||10|||||0||||||||||||||||||||240|||||12|||||0|||||||||||||||||180|22|30|30||252|262
2019|2579|4|2|1038222|31|3147006|0|405178|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|0|0|3200|28AUG2007:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|1||||4.0||1|10.00|1||||245|||||8|||||0||||||||||||||||||||240|||||12|||||0|||||||||||||||||27|12|0|0||252|253
2019|2579|4|2|1038222|31|3147006|0|1187877|ENFERMAGEM|1|0913E01|1|1|1|0|0|4800|03FEB2014:00:00:00||1|0|0|0|1|0|0|0|1|1|0|1|1|0|0|0|1||||5.0||1|10.00|1||||110|||||8|||||0||||||||||||||||||||100|||||15|||||0|||||||||||||||||299|38|36|34||115|118
2019|2579|4|2|1038222|31|3147006|0|1187878|FARMÁCIA|1|0916F01|1|1|1|0|0|4840|01AUG2013:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|1||||5.0||1|20.00|1||||210|||||12|||||0||||||||||||||||||||200|||||20|||||0|||||||||||||||||126|24|11|11||220|222
2019|2579|4|2|1038222|31|3147006|0|1187880|PEDAGOGIA|1|0113P01|2|1|1|0|0|3840|01AUG2013:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||1|20.00|1||||205|||||10|||||0||||||||||||||||||||200|||||15|||||0|||||||||||||||||10|2|0|0||215|215
2019|2579|4|2|1038222|31|3147006|0|1205398|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|3600|28JUL2014:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|1||||5.0||1|10.00|1||||225|||||12|||||0||||||||||||||||||||200|||||15|||||0|||||||||||||||||229|47|2|2||215|237
2019|2579|4|2|1038222|31|3147006|0|1285224|PSICOLOGIA|1|0313P01|1|1|1|0|0|4800|12JAN2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|1||||5.0||1|20.00|1||||215|||||10|||||0||||||||||||||||||||200|||||15|||||0|||||||||||||||||202|0|43|41||215|225
2019|2579|4|2|||||1307526|ADMINISTRAÇÃO|1|0413A01|1|2|1|0|0|3640|||1|0|0|0|1|0|0|0|1|1|0|1|1|||||||||4.0|||1|||||480|||||8|||||0||||||||||||||||||||300|||||5|||||0||||||||||||||||32|0|21|21||305|488
