NU_ANO_CENSO|CO_IES|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_LOCAL_OFERTA|CO_UF|CO_MUNICIPIO|IN_CAPITAL|CO_CURSO|NO_CURSO|TP_SITUACAO|CO_CINE_ROTULO|TP_GRAU_ACADEMICO|TP_MODALIDADE_ENSINO|TP_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_AMPLIADO|IN_MATERIAL_TATIL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_MATERIAL_LIBRAS|IN_DISCIPLINA_LIBRAS|IN_TRADUTOR_LIBRAS|IN_GUIA_INTERPRETE|IN_RECURSOS_COMUNICACAO|IN_RECURSOS_INFORMATICA|IN_INTEGRAL|IN_MATUTINO|IN_VESPERTINO|IN_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_EAD|IN_OFERECE_DISC_SEMI_PRES|NU_PERC_CARGA_SEMI_PRES|IN_POSSUI_LABORATORIO|QT_INSC_VAGA_NOVA_INTEGRAL|QT_INSC_VAGA_NOVA_MATUTINO|QT_INSC_VAGA_NOVA_VESPERTINO|QT_INSC_VAGA_NOVA_NOTURNO|QT_INSC_VAGA_NOVA_EAD|QT_INSC_VAGA_REMAN_INTEGRAL|QT_INSC_VAGA_REMAN_MATUTINO|QT_INSC_VAGA_REMAN_VESPERTINO|QT_INSC_VAGA_REMAN_NOTURNO|QT_INSC_VAGA_REMAN_EAD|QT_INSC_PROG_ESP_INTEGRAL|QT_INSC_PROG_ESP_MATUTINO|QT_INSC_PROG_ESP_VESPERTINO|QT_INSC_PROG_ESP_NOTURNO|QT_INSC_PROG_ESP_EAD|QT_INSC_PRINCIPAL_INTEGRAL|QT_INSC_PRINCIPAL_MATUTINO|QT_INSC_PRINCIPAL_VESPERTINO|QT_INSC_PRINCIPAL_NOTURNO|QT_INSC_PRINCIPAL_EAD|QT_INSC_OUTRA_VAGA_INTEGRAL|QT_INSC_OUTRA_VAGA_MATUTINO|QT_INSC_OUTRA_VAGA_VESPERTINO|QT_INSC_OUTRA_VAGA_NOTURNO|QT_INSC_OUTRA_VAGA_EAD|QT_INSC_ANUAL_INTEGRAL|QT_INSC_ANUAL_MATUTINO|QT_INSC_ANUAL_VESPERTINO|QT_INSC_ANUAL_NOTURNO|QT_INSC_ANUAL_EAD|QT_VAGAS_NOVAS_INTEGRAL|QT_VAGAS_NOVAS_MATUTINO|QT_VAGAS_NOVAS_VESPERTINO|QT_VAGAS_NOVAS_NOTURNO|QT_VAGAS_NOVAS_EAD|QT_VAGAS_REMAN_INTEGRAL|QT_VAGAS_REMAN_MATUTINO|QT_VAGAS_REMAN_VESPERTINO|QT_VAGAS_REMAN_NOTURNO|QT_VAGAS_REMAN_EAD|QT_VAGAS_PROG_ESP_INTEGRAL|QT_VAGAS_PROG_ESP_MATUTINO|QT_VAGAS_PROG_ESP_VESPERTINO|QT_VAGAS_PROG_ESP_NOTURNO|QT_VAGAS_PROG_ESP_EAD|QT_VAGAS_PRINCIPAL_INTEGRAL|QT_VAGAS_PRINCIPAL_MATUTINO|QT_VAGAS_PRINCIPAL_VESPERTINO|QT_VAGAS_PRINCIPAL_NOTURNO|QT_VAGAS_PRINCIPAL_EAD|QT_VAGAS_OUTRAS_INTEGRAL|QT_VAGAS_OUTRAS_MATUTINO|QT_VAGAS_OUTRAS_VESPERTINO|QT_VAGAS_OUTRAS_NOTURNO|QT_VAGAS_OUTRAS_EAD|QT_VAGAS_ANUAL_INTEGRAL|QT_VAGAS_ANUAL_MATUTINO|QT_VAGAS_ANUAL_VESPERTINO|QT_VAGAS_ANUAL_NOTURNO|QT_VAGAS_ANUAL_EAD|QT_MATRICULA_TOTAL|QT_CONCLUINTE_TOTAL|QT_INGRESSO_TOTAL|QT_INGRESSO_VAGA_NOVA|QT_INGRESSO_PROCESSO_SELETIVO|QT_VAGA_TOTAL|QT_INSCRITO_TOTAL
2019|275|5|1|2000174|35|3549904|0|1429482|MEDICINA VETERINÁRIA|1|0841M01|1|1|1|0|0|4125|01FEB2018:00:00:00||1|0|0|0|0|1|1|1|1|1|0|1|1|0|1|0|0||5.0||||0||1||245|||||21|||||0||||||||||||||||||||80|||||21|||||0|||||||||||||||||||166|0|99|78||101|266
2019|275|5|1|2000174|35|3549904|0|1438413|ARTES E MÍDIAS DIGITAIS|1|0213A01|3|1|1|0|0|2400|01FEB2018:00:00:00||1|0|0|0|0|1|1|1|1|1|0|1|1|0|0|0|1||||3.0||1|4.95|1||||31|||||2|||||0||||||||||||||||||||30|||||2|||||0|||||||||||||||||28|0|18|16||32|33
2019|276|5|3|657817|35|3552205|0|6616|DIREITO|1|0421D01|1|1|1|0|0|3700|18MAY1957:00:00:00||0|||||||||||||0|1|0|1||5.0||5.0||0||0||215||168|||17||9|||0||0||||||||||||||||||100||100|||61||31|||0||0|||||||||||||||||837|158|194|176||292|409
2019|277|5|2|657818|33|3304557|1|6621|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3200|01MAR1974:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||4.0||4.0||1|16.00|0||134||439|||10||50|||0||0||||||||||||||||||60||100|||114||189|||0||0|||||||||||||||||518|81|138|87||463|633
2019|277|5|2|657818|33|3304557|1|6622|DIREITO|1|0421D01|1|1|1|0|0|4133|01MAR1974:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|0||946||1607|||118||144|||0||0||||||||||||||||||460||640|||1164||1619|||0||0|||||||||||||||||2273|252|556|328||3883|2815
2019|277|5|2|657818|33|3304557|1|6623|SERVIÇO SOCIAL|3|0923S01|1|1|1|0|0|3233|01MAR1974:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|0||||0|||||14|||||0||||||||||||||||||||0|||||26|||||0|||||||||||||||||143|51|14|0||26|14
2019|277|5|2|657818|33|3304557|1|6625|HISTÓRIA|1|0114H01|2|1|1|0|0|3033|01MAR1972:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||3.0||1|16.00|0||||18|||||4|||||0||||||||||||||||||||30|||||33|||||0|||||||||||||||||77|25|3|0||63|22
2019|277|5|2|657818|33|3304557|1|6629|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|4417|01MAR1972:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||28||247|||4||86|||0||0||||||||||||||||||30||50|||72||121|||0||0|||||||||||||||||643|136|105|31||273|365
2019|277|5|2|657818|33|3304557|1|6631|FISIOTERAPIA|1|0915F01|1|1|1|0|0|4587|01MAR1964:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||494||621|||57||31|||0||0||||||||||||||||||100||120|||173||207|||0||0|||||||||||||||||816|80|214|130||600|1203
2019|277|5|2|657818|33|3304557|1|6634|CIÊNCIAS BIOLÓGICAS|1|0114B01|2|1|1|0|0|3100|01MAR1968:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||3.0||1|16.00|1||||3|||||3|||||0||||||||||||||||||||30|||||30|||||0|||||||||||||||||60|20|2|0||60|6
2019|277|5|2|657818|33|3304557|1|19241|INFORMÁTICA|3|0614C01|3|1|1|0|0|2400|02MAR1998:00:00:00||1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|1||||3.0||1|20.00|1||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0|||||||||||||||||0|0|0|0||0|0
2019|277|5|2|657818|33|3304557|1|19242|CIÊNCIA DA COMPUTAÇÃO|1|0614C01|1|1|1|0|0|3220|02MAR1998:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|1||||323|||||15|||||0||||||||||||||||||||90|||||115|||||0|||||||||||||||||224|28|56|44||205|338
2019|277|5|2|657818|33|3304557|1|27567|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA|1|0414P01|1|1|1|0|0|3460|01AUG1974:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|1||||360|||||21|||||0||||||||||||||||||||90|||||275|||||0|||||||||||||||||215|44|46|25||365|381
2019|277|5|2|657818|33|3304557|1|29947|COMUNICAÇÃO SOCIAL - JORNALISMO|1|0321J01|1|1|1|0|0|3493|01AUG1974:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|1||||281|||||15|||||0||||||||||||||||||||60|||||193|||||0|||||||||||||||||185|34|33|18||253|296
2019|277|5|2|657818|33|3304557|1|54382|FARMÁCIA|1|0916F01|1|1|1|0|0|5052|02FEB2001:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||464|||||47|||||0||||||||||||||||||||80|||||368|||||0|||||||||||||||||434|65|94|52||448|511
2019|277|5|2|657818|33|3304557|1|54385|ENFERMAGEM|1|0913E01|1|1|1|0|0|4973|02FEB2001:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||901||1101|||57||38|||0||0||||||||||||||||||140||100|||206||147|||0||0|||||||||||||||||892|121|220|133||593|2097
2019|277|5|2|657818|33|3304557|1|54387|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3590|02FEB2001:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||4.0||4.0||1|16.00|1||390||473|||35||28|||0||0||||||||||||||||||80||80|||95||85|||0||0|||||||||||||||||789|106|148|89||340|926
2019|277|5|2|657818|33|3304557|1|62582|TURISMO|3|1015T01|1|1|1|0|0|2413|17AUG2002:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||3.0||1|20.00|1||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0|||||||||||||||||0|0|0|0||0|0
2019|277|5|2|657818|33|3304557|1|62584|EDUCAÇÃO FÍSICA|1|0114E03|2|1|1|0|0|2983|10MAR2002:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||3.0||3.0||1|16.00|1||300||550|||43||51|||0||0||||||||||||||||||80||100|||72||90|||0||0|||||||||||||||||535|116|174|90||342|944
2019|277|5|2|657818|33|3304557|1|70907|ESTÉTICA E COSMÉTICA|1|1012E01|3|1|1|0|0|2117|03FEB2003:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|0||2.5||||1|16.00|1||324|||||29|||||0||||||||||||||||||||100|||||101|||||0|||||||||||||||||||193|35|94|65||201|353
2019|277|5|2|657818|33|3304557|1|96300|ENGENHARIA DE PETRÓLEO|3|0724E02|1|1|1|0|0|3603|06FEB2006:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|20.00|1||||0|||||0|||||0||||||||||||||||||||0|||||0|||||0|||||||||||||||||0|0|0|0||0|0
2019|277|5|2|657818|33|3304557|1|96304|ENGENHARIA DE PRODUÇÃO|1|0725E02|1|1|1|0|0|4183|06FEB2006:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||20||216|||3||28|||0||0||||||||||||||||||30||40|||42||55|||0||0|||||||||||||||||341|76|52|27||167|267
2019|277|5|2|657818|33|3304557|1|96306|ARQUITETURA E URBANISMO|1|0731A02|1|1|1|0|0|4357|06FEB2006:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||25||271|||6||55|||0||0||||||||||||||||||70||70|||81||100|||0||0|||||||||||||||||549|99|87|38||321|357
2019|277|5|2|657818|33|3304557|1|103950|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|0|0|3483|05FEB2007:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||4.0||4.0||1|16.00|1||175||273|||108||121|||0||0||||||||||||||||||80||100|||118||147|||0||0|||||||||||||||||868|235|325|135||445|677
2019|277|5|2|657818|33|3304557|1|111914|GASTRONOMIA|1|1013G01|3|1|1|0|0|2400|11FEB2008:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||2.5||2.5||1|16.00|1||287||355|||23||32|||0||0||||||||||||||||||80||80|||40||34|||0||0|||||||||||||||||428|103|133|82||234|697
2019|277|5|2|657818|33|3304557|1|114044|PEDAGOGIA|1|0113P01|2|1|1|0|0|3917|01MAR1972:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|0||||68|||||34|||||0||||||||||||||||||||110|||||43|||||0|||||||||||||||||387|100|98|67||153|102
2019|277|5|2|657818|33|3304557|1|117296|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3257|01MAR1970:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||4.0||4.0||1|16.00|0||519||1219|||16||69|||0||0||||||||||||||||||80||200|||95||237|||0||0|||||||||||||||||812|132|237|152||612|1823
2019|277|5|2|657818|33|3304557|1|117434|MARKETING|1|0414M01|3|1|1|0|0|2083|06AUG2008:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||2.5||1|16.00|0||||153|||||27|||||0||||||||||||||||||||50|||||31|||||0|||||||||||||||||127|23|54|29||81|180
2019|277|5|2|657818|33|3304557|1|123157|PSICOLOGIA|1|0313P01|1|1|1|0|0|4277|13AUG2009:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|0||1265||1677|||98||113|||0||0||||||||||||||||||200||200|||431||491|||0||0|||||||||||||||||1321|151|482|279||1322|3153
2019|277|5|2|1043604|33|3304557|1|1153667|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3273|05FEB2008:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|0||||132|||||1|||||0||||||||||||||||||||15|||||1|||||0|||||||||||||||||58|19|0|0||16|133
2019|277|5|2|1074164|33|3304557|1|1153682|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3257|05FEB2005:00:00:00||1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|0|1||4.0||4.0||1|16.00|0||327||630|||15||45|||0||0||||||||||||||||||120||140|||256||298|||0||0|||||||||||||||||675|91|215|157||814|1017
2019|277|5|2|1074164|33|3304557|1|1153684|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3200|06FEB2006:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||4.0||4.0||1|16.00|0||103||206|||4||40|||0||0||||||||||||||||||60||80|||117||157|||0||0|||||||||||||||||340|42|129|86||414|353
2019|277|5|2|1074164|33|3304557|1|1153685|ENFERMAGEM|1|0913E01|1|1|1|0|0|4973|05FEB2005:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||1075|||||28|||||0||||||||||||||||||||80|||||44|||||0|||||||||||||||||336|77|69|43||124|1103
2019|277|5|2|1074164|33|3304557|1|1153688|FARMÁCIA|1|0916F01|1|1|1|0|0|5052|05FEB2005:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||353|||||24|||||0||||||||||||||||||||70|||||104|||||0|||||||||||||||||263|34|78|54||174|377
2019|277|5|2|1074164|33|3304557|1|1153690|EDUCAÇÃO FÍSICA|1|0114E03|2|1|1|0|0|2983|05FEB2005:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|1|||3.0|3.0||1|16.00|1|||48|84||||45|46||||0|0|||||||||||||||||||70|120||||53|90||||0|0|||||||||||||||||623|164|208|128||333|223
2019|277|5|2|1074164|33|3304557|1|1153691|ESTÉTICA E COSMETOLOGIA|1|1012E01|3|1|1|0|0|2117|05JUL2005:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||2.5||2.5||1|16.00|1||200||253|||12||21|||0||0||||||||||||||||||80||100|||132||165|||0||0|||||||||||||||||308|59|125|94||477|486
2019|277|5|2|1043605|33|3304557|1|1153692|ENGENHARIA CIVIL|3|0732E01|1|1|1|0|0|4417|05FEB2008:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||0|||||2|||||0||||||||||||||||||||0|||||25|||||0|||||||||||||||||106|46|2|0||25|2
2019|277|5|2|1043605|33|3304557|1|1153693|ENGENHARIA DE PRODUÇÃO|3|0725E02|1|1|1|0|0|4183|05FEB2008:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||0|||||1|||||0||||||||||||||||||||0|||||20|||||0|||||||||||||||||75|30|1|0||20|1
2019|277|5|2|1043605|33|3304557|1|1153694|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3257|05FEB2008:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|0||||416|||||40|||||0||||||||||||||||||||100|||||235|||||0|||||||||||||||||249|3|92|52||335|456
2019|277|5|2|657818|33|3304557|1|1171194|LOGÍSTICA|1|0413L01|3|1|1|0|0|2233|01FEB2009:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||2.5||1|16.00|0||||202|||||5|||||0||||||||||||||||||||90|||||157|||||0|||||||||||||||||130|43|3|0||247|207
2019|277|5|2|1043605|33|3304557|1|1178674|ENGENHARIA ELÉTRICA|1|0713E05|1|1|1|0|0|4350|27FEB2012:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||20||146|||0||29|||0||0||||||||||||||||||30||60|||79||159|||0||0|||||||||||||||||322|35|48|23||328|195
2019|277|5|2|657818|33|3304557|1|1178686|ENGENHARIA ELÉTRICA|1|0713E05|1|1|1|0|0|4350|01JAN2012:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||11||221|||0||31|||0||0||||||||||||||||||20||60|||0||139|||0||0|||||||||||||||||357|62|53|27||219|263
2019|277|5|2|657818|33|3304557|1|1185667|BIOLOGIA|1|0511B01|1|1|1|0|0|3663|13OCT2011:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|1||||235|||||17|||||0||||||||||||||||||||80|||||189|||||0|||||||||||||||||180|26|55|38||269|252
2019|277|5|2|1074164|33|3304557|1|1185746|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|0|0|3483|26MAY2011:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|1|||4.0|4.0||1|16.00|1|||30|73||||128|110||||0|0|||||||||||||||||||35|75||||133|187||||0|0|||||||||||||||||518|174|289|90||430|341
2019|277|5|2|1043604|33|3304557|1|1204695|ENGENHARIA CIVIL|3|0732E01|1|1|1|0|0|4417|03OCT2012:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||0|||||1|||||0||||||||||||||||||||0|||||1|||||0|||||||||||||||||66|26|0|0||1|1
2019|277|5|2|657818|33|3304557|1|1279297|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|1|1|0|0|1920|01JAN2014:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||2.5||1|16.00|0||||391|||||51|||||0||||||||||||||||||||120|||||72|||||0|||||||||||||||||354|94|130|83||192|442
2019|277|5|2|657818|33|3304557|1|1279298|ENGENHARIA MECÂNICA|1|0715E02|1|1|1|0|0|4383|01JAN2014:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||20||263|||0||42|||0||0||||||||||||||||||20||60|||87||84|||0||0|||||||||||||||||477|80|78|45||251|325
2019|277|5|2|1043605|33|3304557|1|1349250|ARQUITETURA E URBANISMO|1|0731A02|1|1|1|0|0|4357|02FEB2015:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||34||159|||4||38|||0||0||||||||||||||||||60||70|||195||227|||0||0|||||||||||||||||417|29|77|41||552|235
2019|277|5|2|1074164|33|3304557|1|1349567|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|4417|04SEP2013:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||223|||||43|||||0||||||||||||||||||||70|||||114|||||0|||||||||||||||||390|70|73|34||184|266
2019|277|5|2|1074164|33|3304557|1|1349568|ENGENHARIA DE PRODUÇÃO|1|0725E02|1|1|1|0|0|4183|04SEP2013:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||5.0||1|16.00|1||||244|||||20|||||0||||||||||||||||||||50|||||24|||||0|||||||||||||||||243|43|40|25||74|264
2019|277|5|2|1043605|33|3304557|1|1404114|ENGENHARIA MECÂNICA|1|0715E02|1|1|1|0|0|4384|01FEB2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||5.0||5.0||1|16.00|1||14||162|||1||19|||0||0||||||||||||||||||20||50|||70||174|||0||0|||||||||||||||||127|0|50|32||314|196
2019|277|5|2|1074164|33|3304557|1|1404116|LOGÍSTICA|1|0413L01|3|1|1|0|0|2233|16JAN2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||2.5||1|16.00|0||||196|||||3|||||0||||||||||||||||||||60|||||124|||||0|||||||||||||||||88|32|3|0||184|199
2019|277|5|2|1043605|33|3304557|1|1404117|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3590|01FEB2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||4.0||4.0||1|16.00|1||210||303|||15||17|||0||0||||||||||||||||||60||80|||134||179|||0||0|||||||||||||||||332|1|106|74||453|545
2019|277|5|2|1043605|33|3304557|1|1404118|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|1|1|0|0|1920|16JAN2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||2.5||1|16.00|0||||128|||||11|||||0||||||||||||||||||||80|||||130|||||0|||||||||||||||||181|55|50|39||210|139
2019|277|5|2|1043605|33|3304557|1|1404126|CIÊNCIA DA COMPUTAÇÃO|1|0614C01|1|1|1|0|0|3220|01FEB2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|1||||122|||||3|||||0||||||||||||||||||||70|||||214|||||0|||||||||||||||||106|0|36|34||284|125
2019|277|5|2|1043605|33|3304557|1|1419573|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3200|01FEB2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||4.0||1|16.00|0||||99|||||14|||||0||||||||||||||||||||50|||||150|||||0|||||||||||||||||114|0|46|32||200|113
2019|277|5|2|1043605|33|3304557|1|1419574|GASTRONOMIA|1|1013G01|3|1|1|0|0|2400|16JAN2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1||2.5||2.5||1|16.00|1||148||179|||7||22|||0||0||||||||||||||||||80||80|||158||158|||0||0|||||||||||||||||334|69|119|90||476|356
2019|277|5|2|657818|33|3304557|1|1419575|FORMAÇÃO DE DOCENTES PARA A EDUCAÇÃO BÁSICA|1|0113F01|2|1|1|0|0|1100|01AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||1.0||1|16.00|1||||1|||||9|||||0||||||||||||||||||||30|||||54|||||0|||||||||||||||||12|10|9|0||84|10
2019|277|5|2|657818|33|3304557|1|1419576|FORMAÇÃO PEDAGÓGICA PARA PORTADORES DE ENSINO SUPERIOR|1|0113F01|2|1|1|0|0|1100|01AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||1.0||1|16.00|1||||0|||||1|||||0||||||||||||||||||||30|||||54|||||0|||||||||||||||||5|4|1|0||84|1
2019|277|5|2|||||1438997|PEDAGOGIA|1|0113P01|2|2|1|0|0|3234|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||4.0|||1|||||498|||||80|||||0||||||||||||||||||||330|||||770|||||0||||||||||||||||299|0|245|165||1100|578
2019|277|5|2|||||1439205|FORMAÇÃO PEDAGÓGICA PARA PORTADORES DE ENSINO SUPERIOR|1|0113F01|2|2|1|0|0|980|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||1.0|||1|||||1|||||12|||||0||||||||||||||||||||330|||||561|||||0||||||||||||||||18|8|12|0||891|13
2019|277|5|2|||||1439210|FORMAÇÃO DE DOCENTES PARA A EDUCAÇÃO BÁSICA|1|0113F01|2|2|1|0|0|1180|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||1.0|||1|||||1|||||126|||||0||||||||||||||||||||330|||||497|||||0||||||||||||||||155|57|123|0||827|127
2019|277|5|2|||||1439212|SERVIÇO SOCIAL|1|0923S01|1|2|1|0|0|3367|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||4.0|||1|||||118|||||44|||||0||||||||||||||||||||330|||||628|||||0||||||||||||||||190|0|157|113||958|162
2019|277|5|2|||||1439955|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|1|0615S02|3|2|1|0|0|2120|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||3.0|||1|||||363|||||38|||||0||||||||||||||||||||330|||||662|||||0||||||||||||||||171|1|146|108||992|401
2019|277|5|2|||||1439978|GESTÃO FINANCEIRA|1|0412G01|3|2|1|0|0|1760|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||2.5|||1|||||206|||||23|||||0||||||||||||||||||||330|||||662|||||0||||||||||||||||83|0|69|46||992|229
2019|277|5|2|||||1439993|PROCESSOS GERENCIAIS|1|0413G05|3|2|1|0|0|1787|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||2.5|||1|||||216|||||33|||||0||||||||||||||||||||330|||||639|||||0||||||||||||||||105|0|84|51||969|249
2019|277|5|2|||||1440022|REDES DE COMPUTADORES|1|0612R01|3|2|1|0|0|2100|16AUG2017:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||2.5|||1|||||232|||||24|||||0||||||||||||||||||||330|||||744|||||0||||||||||||||||120|0|100|76||1074|256
2019|277|5|2|1074164|33|3304557|1|1442118|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|1|1|0|0|1920|01FEB2018:00:00:00||1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1||||2.5||1|16.00|0||||160|||||8|||||0||||||||||||||||||||80|||||146|||||0|||||||||||||||||80|0|45|37||226|168
